geo,geoCode,date,polCode,polName,level,flag
Afghanistan,AFG,2020-08-18,H2,Testing policy,3,NA
Afghanistan,AFG,2020-01-01,H3,Contact tracing,0,NA
Afghanistan,AFG,2020-02-24,H3,Contact tracing,1,NA
Afghanistan,AFG,2020-08-18,H3,Contact tracing,2,NA
Albania,ALB,2020-01-01,C1,School closing,0,NA
Albania,ALB,2020-03-09,C1,School closing,3,1
Albania,ALB,2020-05-18,C1,School closing,2,1
Albania,ALB,2020-08-28,C1,School closing,3,1
Albania,ALB,2020-01-01,C2,Workplace closing,0,NA
Albania,ALB,2020-03-11,C2,Workplace closing,2,1
Albania,ALB,2020-01-01,C3,Cancel public events,0,NA
Albania,ALB,2020-03-09,C3,Cancel public events,2,1
Albania,ALB,2020-01-01,C4,Restrictions on gatherings,0,NA
Albania,ALB,2020-03-09,C4,Restrictions on gatherings,2,1
Albania,ALB,2020-04-18,C4,Restrictions on gatherings,4,1
Albania,ALB,2020-01-01,C5,Close public transport,0,NA
Albania,ALB,2020-03-13,C5,Close public transport,2,0
Albania,ALB,2020-05-26,C5,Close public transport,2,1
Albania,ALB,2020-07-06,C5,Close public transport,1,1
Albania,ALB,2020-08-07,C5,Close public transport,0,NA
Albania,ALB,2020-01-01,C6,Stay at home requirements,0,NA
Albania,ALB,2020-03-13,C6,Stay at home requirements,2,1
Albania,ALB,2020-06-01,C6,Stay at home requirements,0,NA
Albania,ALB,2020-01-01,C7,Restrictions on internal movement,0,NA
Albania,ALB,2020-03-13,C7,Restrictions on internal movement,2,1
Albania,ALB,2020-05-18,C7,Restrictions on internal movement,2,0
Albania,ALB,2020-06-01,C7,Restrictions on internal movement,0,NA
Albania,ALB,2020-01-01,C8,International travel controls,0,NA
Albania,ALB,2020-02-25,C8,International travel controls,1,NA
Albania,ALB,2020-03-11,C8,International travel controls,2,NA
Albania,ALB,2020-03-15,C8,International travel controls,3,NA
Albania,ALB,2020-03-23,C8,International travel controls,4,NA
Albania,ALB,2020-06-01,C8,International travel controls,3,NA
Albania,ALB,2020-06-22,C8,International travel controls,2,NA
Albania,ALB,2020-08-28,C8,International travel controls,1,NA
Albania,ALB,2020-01-01,H1,Public information campaigns,0,NA
Albania,ALB,2020-02-14,H1,Public information campaigns,1,1
Albania,ALB,2020-03-10,H1,Public information campaigns,2,1
Albania,ALB,2020-01-01,H2,Testing policy,0,NA
Albania,ALB,2020-03-08,H2,Testing policy,1,NA
Albania,ALB,2020-04-21,H2,Testing policy,2,NA
Albania,ALB,2020-05-26,H2,Testing policy,1,NA
Albania,ALB,2020-01-01,H3,Contact tracing,0,NA
Albania,ALB,2020-03-08,H3,Contact tracing,1,NA
Albania,ALB,2020-05-26,H3,Contact tracing,2,NA
Algeria,DZA,2020-01-01,C1,School closing,0,NA
Algeria,DZA,2020-03-12,C1,School closing,3,1
Algeria,DZA,2020-01-01,C2,Workplace closing,0,NA
Algeria,DZA,2020-03-23,C2,Workplace closing,2,1
Algeria,DZA,2020-03-30,C2,Workplace closing,3,0
Algeria,DZA,2020-04-24,C2,Workplace closing,2,1
Algeria,DZA,2020-01-01,C3,Cancel public events,0,NA
Algeria,DZA,2020-03-10,C3,Cancel public events,2,1
Algeria,DZA,2020-08-15,C3,Cancel public events,1,1
Algeria,DZA,2020-01-01,C4,Restrictions on gatherings,0,NA
Algeria,DZA,2020-03-30,C4,Restrictions on gatherings,4,0
Algeria,DZA,2020-04-24,C4,Restrictions on gatherings,3,1
Algeria,DZA,2020-07-27,C4,Restrictions on gatherings,4,1
Algeria,DZA,2020-08-15,C4,Restrictions on gatherings,0,NA
Algeria,DZA,2020-08-18,C4,Restrictions on gatherings,4,1
Algeria,DZA,2020-01-01,C5,Close public transport,0,NA
Algeria,DZA,2020-03-23,C5,Close public transport,2,1
Algeria,DZA,2020-06-14,C5,Close public transport,0,NA
Algeria,DZA,2020-08-08,C5,Close public transport,2,0
Algeria,DZA,2020-01-01,C6,Stay at home requirements,0,NA
Algeria,DZA,2020-03-23,C6,Stay at home requirements,3,0
Algeria,DZA,2020-04-24,C6,Stay at home requirements,2,0
Algeria,DZA,2020-01-01,C7,Restrictions on internal movement,0,NA
Algeria,DZA,2020-03-23,C7,Restrictions on internal movement,2,0
Algeria,DZA,2020-04-24,C7,Restrictions on internal movement,0,NA
Algeria,DZA,2020-05-12,C7,Restrictions on internal movement,2,1
Algeria,DZA,2020-05-14,C7,Restrictions on internal movement,0,NA
Algeria,DZA,2020-07-10,C7,Restrictions on internal movement,2,0
Algeria,DZA,2020-07-27,C7,Restrictions on internal movement,2,1
Algeria,DZA,2020-08-10,C7,Restrictions on internal movement,2,0
Algeria,DZA,2020-01-01,C8,International travel controls,0,NA
Algeria,DZA,2020-03-12,C8,International travel controls,1,NA
Algeria,DZA,2020-03-14,C8,International travel controls,3,NA
Algeria,DZA,2020-03-17,C8,International travel controls,4,NA
Algeria,DZA,2020-01-01,H1,Public information campaigns,0,NA
Algeria,DZA,2020-03-05,H1,Public information campaigns,1,1
Algeria,DZA,2020-04-14,H1,Public information campaigns,2,1
Algeria,DZA,2020-01-01,H2,Testing policy,0,NA
Algeria,DZA,2020-03-22,H2,Testing policy,1,NA
Algeria,DZA,2020-01-01,H3,Contact tracing,0,NA
Algeria,DZA,2020-06-28,H3,Contact tracing,2,NA
Andorra,AND,2020-01-01,C1,School closing,0,NA
Andorra,AND,2020-03-16,C1,School closing,3,1
Andorra,AND,2020-06-02,C1,School closing,0,NA
Andorra,AND,2020-01-01,C2,Workplace closing,0,NA
Andorra,AND,2020-03-14,C2,Workplace closing,3,1
Andorra,AND,2020-04-20,C2,Workplace closing,2,1
Andorra,AND,2020-01-01,C3,Cancel public events,0,NA
Andorra,AND,2020-03-13,C3,Cancel public events,1,1
Andorra,AND,2020-07-07,C3,Cancel public events,2,1
Andorra,AND,2020-07-21,C3,Cancel public events,1,1
Andorra,AND,2020-01-01,C4,Restrictions on gatherings,0,NA
Andorra,AND,2020-07-07,C4,Restrictions on gatherings,3,1
Andorra,AND,2020-01-01,C5,Close public transport,0,NA
Andorra,AND,2020-03-25,C5,Close public transport,1,1
Andorra,AND,2020-01-01,C6,Stay at home requirements,0,NA
Andorra,AND,2020-03-13,C6,Stay at home requirements,1,1
Andorra,AND,2020-01-01,C7,Restrictions on internal movement,0,NA
Andorra,AND,2020-01-01,C8,International travel controls,0,NA
Andorra,AND,2020-04-08,C8,International travel controls,3,NA
Andorra,AND,2020-05-11,C8,International travel controls,2,NA
Andorra,AND,2020-01-01,H1,Public information campaigns,0,NA
Andorra,AND,2020-03-25,H1,Public information campaigns,2,1
Andorra,AND,2020-07-01,H1,Public information campaigns,0,NA
Andorra,AND,2020-07-22,H1,Public information campaigns,1,1
Andorra,AND,2020-01-01,H2,Testing policy,0,NA
Andorra,AND,2020-03-02,H2,Testing policy,1,NA
Andorra,AND,2020-04-18,H2,Testing policy,3,NA
Andorra,AND,2020-07-07,H2,Testing policy,2,NA
Andorra,AND,2020-01-01,H3,Contact tracing,0,NA
Andorra,AND,2020-03-27,H3,Contact tracing,1,NA
Andorra,AND,2020-07-29,H3,Contact tracing,2,NA
Angola,AGO,2020-01-01,C1,School closing,0,NA
Angola,AGO,2020-03-24,C1,School closing,3,1
Angola,AGO,2020-01-01,C2,Workplace closing,0,NA
Angola,AGO,2020-03-27,C2,Workplace closing,3,1
Angola,AGO,2020-04-23,C2,Workplace closing,2,1
Angola,AGO,2020-06-08,C2,Workplace closing,2,0
Angola,AGO,2020-01-01,C3,Cancel public events,0,NA
Angola,AGO,2020-03-27,C3,Cancel public events,2,1
Angola,AGO,2020-08-21,C3,Cancel public events,2,0
Angola,AGO,2020-01-01,C4,Restrictions on gatherings,0,NA
Angola,AGO,2020-03-24,C4,Restrictions on gatherings,2,1
Angola,AGO,2020-03-27,C4,Restrictions on gatherings,4,1
Angola,AGO,2020-05-08,C4,Restrictions on gatherings,3,1
Angola,AGO,2020-07-09,C4,Restrictions on gatherings,4,0
Angola,AGO,2020-01-01,C5,Close public transport,0,NA
Angola,AGO,2020-03-27,C5,Close public transport,2,1
Angola,AGO,2020-04-23,C5,Close public transport,1,1
Angola,AGO,2020-07-09,C5,Close public transport,1,0
Angola,AGO,2020-07-30,C5,Close public transport,1,1
Angola,AGO,2020-01-01,C6,Stay at home requirements,0,NA
Angola,AGO,2020-03-27,C6,Stay at home requirements,2,1
Angola,AGO,2020-05-26,C6,Stay at home requirements,1,1
Angola,AGO,2020-07-09,C6,Stay at home requirements,2,0
Angola,AGO,2020-01-01,C7,Restrictions on internal movement,0,NA
Angola,AGO,2020-03-27,C7,Restrictions on internal movement,2,1
Angola,AGO,2020-04-23,C7,Restrictions on internal movement,2,0
Angola,AGO,2020-01-01,C8,International travel controls,0,NA
Angola,AGO,2020-02-06,C8,International travel controls,2,NA
Angola,AGO,2020-03-01,C8,International travel controls,3,NA
Angola,AGO,2020-03-20,C8,International travel controls,4,NA
Angola,AGO,2020-01-01,H1,Public information campaigns,0,NA
Angola,AGO,2020-03-24,H1,Public information campaigns,1,1
Angola,AGO,2020-05-17,H1,Public information campaigns,2,1
Angola,AGO,2020-01-01,H2,Testing policy,0,NA
Angola,AGO,2020-02-26,H2,Testing policy,1,NA
Angola,AGO,2020-04-01,H2,Testing policy,2,NA
Angola,AGO,2020-01-01,H3,Contact tracing,0,NA
Angola,AGO,2020-07-30,H3,Contact tracing,1,NA
Anguilla,AIA,2020-01-01,C1,School closing,0,NA
Anguilla,AIA,2020-03-16,C1,School closing,3,1
Anguilla,AIA,2020-05-11,C1,School closing,2,1
Anguilla,AIA,2020-01-01,C2,Workplace closing,0,NA
Anguilla,AIA,2020-03-27,C2,Workplace closing,3,1
Anguilla,AIA,2020-04-22,C2,Workplace closing,2,1
Anguilla,AIA,2020-04-29,C2,Workplace closing,0,NA
Anguilla,AIA,2020-01-01,C3,Cancel public events,0,NA
Anguilla,AIA,2020-03-17,C3,Cancel public events,1,1
Anguilla,AIA,2020-03-27,C3,Cancel public events,2,1
Anguilla,AIA,2020-06-01,C3,Cancel public events,0,NA
Anguilla,AIA,2020-01-01,C4,Restrictions on gatherings,0,NA
Anguilla,AIA,2020-03-27,C4,Restrictions on gatherings,4,1
Anguilla,AIA,2020-04-29,C4,Restrictions on gatherings,3,1
Anguilla,AIA,2020-06-01,C4,Restrictions on gatherings,0,NA
Anguilla,AIA,2020-01-01,C5,Close public transport,0,NA
Anguilla,AIA,2020-01-01,C6,Stay at home requirements,0,NA
Anguilla,AIA,2020-03-27,C6,Stay at home requirements,2,1
Anguilla,AIA,2020-04-29,C6,Stay at home requirements,0,NA
Anguilla,AIA,2020-01-01,C7,Restrictions on internal movement,0,NA
Anguilla,AIA,2020-04-08,C7,Restrictions on internal movement,2,0
Anguilla,AIA,2020-07-30,C7,Restrictions on internal movement,0,NA
Anguilla,AIA,2020-01-01,C8,International travel controls,0,NA
Anguilla,AIA,2020-02-03,C8,International travel controls,1,NA
Anguilla,AIA,2020-03-15,C8,International travel controls,2,NA
Anguilla,AIA,2020-03-17,C8,International travel controls,3,NA
Anguilla,AIA,2020-03-30,C8,International travel controls,4,NA
Anguilla,AIA,2020-01-29,H1,Public information campaigns,1,1
Anguilla,AIA,2020-03-13,H1,Public information campaigns,2,1
Anguilla,AIA,2020-03-15,H2,Testing policy,1,NA
Anguilla,AIA,2020-07-01,H2,Testing policy,2,NA
Anguilla,AIA,2020-03-26,H3,Contact tracing,2,NA
Argentina,ARG,2020-01-01,C1,School closing,0,NA
Argentina,ARG,2020-03-16,C1,School closing,3,1
Argentina,ARG,2020-08-03,C1,School closing,3,0
Argentina,ARG,2020-01-01,C2,Workplace closing,0,NA
Argentina,ARG,2020-03-19,C2,Workplace closing,3,1
Argentina,ARG,2020-04-26,C2,Workplace closing,3,0
Argentina,ARG,2020-05-12,C2,Workplace closing,2,0
Argentina,ARG,2020-07-01,C2,Workplace closing,3,0
Argentina,ARG,2020-07-20,C2,Workplace closing,2,1
Argentina,ARG,2020-08-07,C2,Workplace closing,3,0
Argentina,ARG,2020-01-01,C3,Cancel public events,0,NA
Argentina,ARG,2020-03-11,C3,Cancel public events,2,0
Argentina,ARG,2020-03-20,C3,Cancel public events,2,1
Argentina,ARG,2020-01-01,C4,Restrictions on gatherings,0,NA
Argentina,ARG,2020-03-19,C4,Restrictions on gatherings,4,1
Argentina,ARG,2020-01-01,C5,Close public transport,0,NA
Argentina,ARG,2020-03-23,C5,Close public transport,2,1
Argentina,ARG,2020-08-07,C5,Close public transport,2,0
Argentina,ARG,2020-01-01,C6,Stay at home requirements,0,NA
Argentina,ARG,2020-03-19,C6,Stay at home requirements,3,1
Argentina,ARG,2020-04-27,C6,Stay at home requirements,2,1
Argentina,ARG,2020-06-05,C6,Stay at home requirements,2,0
Argentina,ARG,2020-08-17,C6,Stay at home requirements,3,0
Argentina,ARG,2020-01-01,C7,Restrictions on internal movement,0,NA
Argentina,ARG,2020-03-20,C7,Restrictions on internal movement,2,1
Argentina,ARG,2020-04-27,C7,Restrictions on internal movement,1,1
Argentina,ARG,2020-05-11,C7,Restrictions on internal movement,2,1
Argentina,ARG,2020-01-01,C8,International travel controls,0,NA
Argentina,ARG,2020-03-11,C8,International travel controls,2,NA
Argentina,ARG,2020-03-16,C8,International travel controls,4,NA
Argentina,ARG,2020-01-01,H1,Public information campaigns,0,NA
Argentina,ARG,2020-01-23,H1,Public information campaigns,2,1
Argentina,ARG,2020-01-01,H2,Testing policy,0,NA
Argentina,ARG,2020-03-04,H2,Testing policy,1,NA
Argentina,ARG,2020-01-01,H3,Contact tracing,0,NA
Argentina,ARG,2020-03-04,H3,Contact tracing,2,NA
Aruba,ABW,2020-01-01,C1,School closing,0,NA
Aruba,ABW,2020-03-16,C1,School closing,3,1
Aruba,ABW,2020-05-18,C1,School closing,0,NA
Aruba,ABW,2020-08-18,C1,School closing,3,1
Aruba,ABW,2020-01-01,C2,Workplace closing,0,NA
Aruba,ABW,2020-03-21,C2,Workplace closing,2,1
Aruba,ABW,2020-03-29,C2,Workplace closing,3,1
Aruba,ABW,2020-05-04,C2,Workplace closing,2,1
Aruba,ABW,2020-06-10,C2,Workplace closing,1,1
Aruba,ABW,2020-08-07,C2,Workplace closing,2,1
Aruba,ABW,2020-01-01,C3,Cancel public events,0,NA
Aruba,ABW,2020-03-29,C3,Cancel public events,2,1
Aruba,ABW,2020-05-18,C3,Cancel public events,0,NA
Aruba,ABW,2020-01-01,C4,Restrictions on gatherings,0,NA
Aruba,ABW,2020-03-29,C4,Restrictions on gatherings,4,1
Aruba,ABW,2020-05-18,C4,Restrictions on gatherings,0,NA
Aruba,ABW,2020-08-04,C4,Restrictions on gatherings,4,1
Aruba,ABW,2020-08-28,C4,Restrictions on gatherings,4,0
Aruba,ABW,2020-01-01,C5,Close public transport,0,NA
Aruba,ABW,2020-01-01,C6,Stay at home requirements,0,NA
Aruba,ABW,2020-03-21,C6,Stay at home requirements,1,1
Aruba,ABW,2020-03-29,C6,Stay at home requirements,2,1
Aruba,ABW,2020-04-10,C6,Stay at home requirements,3,1
Aruba,ABW,2020-04-11,C6,Stay at home requirements,2,1
Aruba,ABW,2020-04-12,C6,Stay at home requirements,3,1
Aruba,ABW,2020-04-14,C6,Stay at home requirements,2,1
Aruba,ABW,2020-05-28,C6,Stay at home requirements,1,1
Aruba,ABW,2020-08-28,C6,Stay at home requirements,2,1
Aruba,ABW,2020-01-01,C7,Restrictions on internal movement,0,NA
Aruba,ABW,2020-03-29,C7,Restrictions on internal movement,2,1
Aruba,ABW,2020-05-31,C7,Restrictions on internal movement,1,1
Aruba,ABW,2020-01-01,C8,International travel controls,0,NA
Aruba,ABW,2020-03-17,C8,International travel controls,4,NA
Aruba,ABW,2020-06-10,C8,International travel controls,3,NA
Aruba,ABW,2020-01-01,H1,Public information campaigns,0,NA
Aruba,ABW,2020-03-18,H1,Public information campaigns,2,1
Aruba,ABW,2020-01-01,H2,Testing policy,0,NA
Aruba,ABW,2020-03-10,H2,Testing policy,1,NA
Aruba,ABW,2020-06-25,H2,Testing policy,2,NA
Aruba,ABW,2020-01-01,H3,Contact tracing,0,NA
Aruba,ABW,2020-03-19,H3,Contact tracing,1,NA
Australia,AUS,2020-01-01,C1,School closing,0,NA
Australia,AUS,2020-03-24,C1,School closing,3,0
Australia,AUS,2020-04-18,C1,School closing,2,0
Australia,AUS,2020-06-09,C1,School closing,0,NA
Australia,AUS,2020-06-23,C1,School closing,2,0
Australia,AUS,2020-07-01,C1,School closing,3,0
Australia,AUS,2020-07-13,C1,School closing,2,0
Australia,AUS,2020-08-03,C1,School closing,3,0
Australia,AUS,2020-01-01,C2,Workplace closing,0,NA
Australia,AUS,2020-03-23,C2,Workplace closing,2,0
Australia,AUS,2020-05-15,C2,Workplace closing,1,1
Australia,AUS,2020-07-01,C2,Workplace closing,2,0
Australia,AUS,2020-08-02,C2,Workplace closing,3,0
Australia,AUS,2020-01-01,C3,Cancel public events,0,NA
Australia,AUS,2020-03-16,C3,Cancel public events,1,1
Australia,AUS,2020-03-18,C3,Cancel public events,2,1
Australia,AUS,2020-06-12,C3,Cancel public events,1,0
Australia,AUS,2020-07-01,C3,Cancel public events,2,0
Australia,AUS,2020-01-01,C4,Restrictions on gatherings,0,NA
Australia,AUS,2020-03-16,C4,Restrictions on gatherings,2,1
Australia,AUS,2020-03-24,C4,Restrictions on gatherings,3,1
Australia,AUS,2020-03-29,C4,Restrictions on gatherings,4,1
Australia,AUS,2020-05-16,C4,Restrictions on gatherings,4,0
Australia,AUS,2020-06-01,C4,Restrictions on gatherings,3,1
Australia,AUS,2020-06-12,C4,Restrictions on gatherings,3,0
Australia,AUS,2020-07-08,C4,Restrictions on gatherings,4,0
Australia,AUS,2020-01-01,C5,Close public transport,0,NA
Australia,AUS,2020-05-18,C5,Close public transport,1,0
Australia,AUS,2020-01-01,C6,Stay at home requirements,0,NA
Australia,AUS,2020-03-24,C6,Stay at home requirements,1,1
Australia,AUS,2020-04-02,C6,Stay at home requirements,2,0
Australia,AUS,2020-05-15,C6,Stay at home requirements,1,1
Australia,AUS,2020-05-25,C6,Stay at home requirements,1,0
Australia,AUS,2020-05-29,C6,Stay at home requirements,0,NA
Australia,AUS,2020-07-01,C6,Stay at home requirements,2,0
Australia,AUS,2020-07-08,C6,Stay at home requirements,3,0
Australia,AUS,2020-07-16,C6,Stay at home requirements,2,0
Australia,AUS,2020-08-02,C6,Stay at home requirements,3,0
Australia,AUS,2020-08-28,C6,Stay at home requirements,2,0
Australia,AUS,2020-01-01,C7,Restrictions on internal movement,0,NA
Australia,AUS,2020-03-19,C7,Restrictions on internal movement,2,0
Australia,AUS,2020-01-01,C8,International travel controls,0,NA
Australia,AUS,2020-02-01,C8,International travel controls,3,NA
Australia,AUS,2020-03-20,C8,International travel controls,4,NA
Australia,AUS,2020-01-01,H1,Public information campaigns,0,NA
Australia,AUS,2020-01-25,H1,Public information campaigns,2,1
Australia,AUS,2020-01-01,H2,Testing policy,0,NA
Australia,AUS,2020-01-25,H2,Testing policy,1,NA
Australia,AUS,2020-04-27,H2,Testing policy,3,NA
Australia,AUS,2020-01-01,H3,Contact tracing,0,NA
Australia,AUS,2020-01-25,H3,Contact tracing,2,NA
Australia,AUS,2020-03-23,H3,Contact tracing,1,NA
Australia,AUS,2020-06-19,H3,Contact tracing,2,NA
Austria,AUT,2020-01-01,C1,School closing,0,NA
Austria,AUT,2020-03-16,C1,School closing,3,1
Austria,AUT,2020-05-04,C1,School closing,2,1
Austria,AUT,2020-05-18,C1,School closing,1,1
Austria,AUT,2020-06-03,C1,School closing,0,NA
Austria,AUT,2020-01-01,C2,Workplace closing,0,NA
Austria,AUT,2020-03-12,C2,Workplace closing,1,1
Austria,AUT,2020-03-16,C2,Workplace closing,3,1
Austria,AUT,2020-04-14,C2,Workplace closing,2,1
Austria,AUT,2020-07-10,C2,Workplace closing,1,1
Austria,AUT,2020-01-01,C3,Cancel public events,0,NA
Austria,AUT,2020-03-11,C3,Cancel public events,2,1
Austria,AUT,2020-07-10,C3,Cancel public events,1,1
Austria,AUT,2020-01-01,C4,Restrictions on gatherings,0,NA
Austria,AUT,2020-03-16,C4,Restrictions on gatherings,4,1
Austria,AUT,2020-05-02,C4,Restrictions on gatherings,3,1
Austria,AUT,2020-07-10,C4,Restrictions on gatherings,2,1
Austria,AUT,2020-01-01,C5,Close public transport,0,NA
Austria,AUT,2020-03-13,C5,Close public transport,1,1
Austria,AUT,2020-05-11,C5,Close public transport,0,NA
Austria,AUT,2020-01-01,C6,Stay at home requirements,0,NA
Austria,AUT,2020-03-16,C6,Stay at home requirements,2,1
Austria,AUT,2020-05-01,C6,Stay at home requirements,0,NA
Austria,AUT,2020-01-01,C7,Restrictions on internal movement,0,NA
Austria,AUT,2020-03-13,C7,Restrictions on internal movement,2,0
Austria,AUT,2020-04-23,C7,Restrictions on internal movement,1,1
Austria,AUT,2020-05-29,C7,Restrictions on internal movement,0,NA
Austria,AUT,2020-01-01,C8,International travel controls,0,NA
Austria,AUT,2020-03-09,C8,International travel controls,3,NA
Austria,AUT,2020-06-04,C8,International travel controls,2,NA
Austria,AUT,2020-01-01,H1,Public information campaigns,0,NA
Austria,AUT,2020-02-24,H1,Public information campaigns,2,1
Austria,AUT,2020-01-01,H2,Testing policy,0,NA
Austria,AUT,2020-02-01,H2,Testing policy,1,NA
Austria,AUT,2020-03-23,H2,Testing policy,2,NA
Austria,AUT,2020-05-29,H2,Testing policy,3,NA
Austria,AUT,2020-01-01,H3,Contact tracing,0,NA
Austria,AUT,2020-02-25,H3,Contact tracing,1,NA
Austria,AUT,2020-03-30,H3,Contact tracing,2,NA
Azerbaijan,AZE,2020-01-01,C1,School closing,0,NA
Azerbaijan,AZE,2020-03-03,C1,School closing,3,1
Azerbaijan,AZE,2020-01-01,C2,Workplace closing,0,NA
Azerbaijan,AZE,2020-03-23,C2,Workplace closing,2,1
Azerbaijan,AZE,2020-03-31,C2,Workplace closing,3,1
Azerbaijan,AZE,2020-04-27,C2,Workplace closing,2,1
Azerbaijan,AZE,2020-07-28,C2,Workplace closing,3,1
Azerbaijan,AZE,2020-08-10,C2,Workplace closing,2,1
Azerbaijan,AZE,2020-01-01,C3,Cancel public events,0,NA
Azerbaijan,AZE,2020-03-10,C3,Cancel public events,1,1
Azerbaijan,AZE,2020-03-14,C3,Cancel public events,2,1
Azerbaijan,AZE,2020-01-01,C4,Restrictions on gatherings,0,NA
Azerbaijan,AZE,2020-03-14,C4,Restrictions on gatherings,4,1
Azerbaijan,AZE,2020-01-01,C5,Close public transport,0,NA
Azerbaijan,AZE,2020-03-31,C5,Close public transport,1,0
Azerbaijan,AZE,2020-05-09,C5,Close public transport,0,NA
Azerbaijan,AZE,2020-06-21,C5,Close public transport,2,1
Azerbaijan,AZE,2020-07-28,C5,Close public transport,2,0
Azerbaijan,AZE,2020-01-01,C6,Stay at home requirements,0,NA
Azerbaijan,AZE,2020-03-31,C6,Stay at home requirements,3,1
Azerbaijan,AZE,2020-05-18,C6,Stay at home requirements,1,1
Azerbaijan,AZE,2020-06-03,C6,Stay at home requirements,3,1
Azerbaijan,AZE,2020-06-08,C6,Stay at home requirements,1,1
Azerbaijan,AZE,2020-06-14,C6,Stay at home requirements,3,0
Azerbaijan,AZE,2020-06-17,C6,Stay at home requirements,1,1
Azerbaijan,AZE,2020-06-21,C6,Stay at home requirements,3,1
Azerbaijan,AZE,2020-08-10,C6,Stay at home requirements,2,0
Azerbaijan,AZE,2020-01-01,C7,Restrictions on internal movement,0,NA
Azerbaijan,AZE,2020-03-19,C7,Restrictions on internal movement,2,0
Azerbaijan,AZE,2020-03-31,C7,Restrictions on internal movement,2,1
Azerbaijan,AZE,2020-07-28,C7,Restrictions on internal movement,1,1
Azerbaijan,AZE,2020-08-06,C7,Restrictions on internal movement,2,1
Azerbaijan,AZE,2020-08-10,C7,Restrictions on internal movement,2,0
Azerbaijan,AZE,2020-01-01,C8,International travel controls,0,NA
Azerbaijan,AZE,2020-01-30,C8,International travel controls,1,NA
Azerbaijan,AZE,2020-02-29,C8,International travel controls,3,NA
Azerbaijan,AZE,2020-04-16,C8,International travel controls,4,NA
Azerbaijan,AZE,2020-01-01,H1,Public information campaigns,0,NA
Azerbaijan,AZE,2020-02-27,H1,Public information campaigns,2,1
Azerbaijan,AZE,2020-01-01,H2,Testing policy,0,NA
Azerbaijan,AZE,2020-02-27,H2,Testing policy,1,NA
Azerbaijan,AZE,2020-03-03,H2,Testing policy,2,NA
Azerbaijan,AZE,2020-01-01,H3,Contact tracing,0,NA
Azerbaijan,AZE,2020-02-28,H3,Contact tracing,2,NA
Bahrain,BHR,2020-01-01,C1,School closing,0,NA
Bahrain,BHR,2020-02-24,C1,School closing,2,0
Bahrain,BHR,2020-02-26,C1,School closing,3,1
Bahrain,BHR,2020-01-01,C2,Workplace closing,0,NA
Bahrain,BHR,2020-03-18,C2,Workplace closing,2,1
Bahrain,BHR,2020-03-26,C2,Workplace closing,3,1
Bahrain,BHR,2020-04-09,C2,Workplace closing,2,1
Bahrain,BHR,2020-01-01,C3,Cancel public events,0,NA
Bahrain,BHR,2020-03-18,C3,Cancel public events,2,1
Bahrain,BHR,2020-08-28,C3,Cancel public events,1,1
Bahrain,BHR,2020-01-01,C4,Restrictions on gatherings,0,NA
Bahrain,BHR,2020-03-18,C4,Restrictions on gatherings,3,1
Bahrain,BHR,2020-03-22,C4,Restrictions on gatherings,4,1
